Exon mobile;Equity;#Shares;100000;
10/09/1982;;3,70325;3,625;3,6875
13/09/1982;;3,672;3,625;3,672
14/09/1982;;3,6875;3,5625;3,59375
15/09/1982;;3,625;3,5625;3,6095
16/09/1982;;3,625;3,5625;3,57825
17/09/1982;;3,59375;3,5;3,51575
20/09/1982;;3,51575;3,46875;3,51575
21/09/1982;;3,64075;3,4845;3,53125
22/09/1982;;3,5625;3,422;3,46875
23/09/1982;;3,5;3,45325;3,4845
24/09/1982;;3,51575;3,46875;3,4845
27/09/1982;;3,5;3,46875;3,46875
28/09/1982;;3,53125;3,46875;3,4845
29/09/1982;;3,5;3,45325;3,4845
30/09/1982;;3,5;3,4375;3,5
01/10/1982;;3,5;3,45325;3,4845
04/10/1982;;3,4845;3,45325;3,4845
05/10/1982;;3,5;3,45325;3,46875
06/10/1982;;3,53125;3,46875;3,53125
07/10/1982;;3,64075;3,57825;3,625
08/10/1982;;3,6875;3,625;3,65625
11/10/1982;;3,8595;3,7345;3,82825
12/10/1982;;3,90625;3,797;3,84375
13/10/1982;;4;3,8595;3,95325
14/10/1982;;4,03125;3,922;3,9375
15/10/1982;;3,90625;3,8125;3,84375
18/10/1982;;3,922;3,82825;3,922
19/10/1982;;3,9375;3,82825;3,89075
20/10/1982;;3,95325;3,8595;3,95325
21/10/1982;;4;3,875;3,922
22/10/1982;;3,96875;3,90625;3,9375
25/10/1982;;3,82825;3,71875;3,7345
26/10/1982;;3,797;3,70325;3,75
27/10/1982;;3,797;3,71875;3,75
28/10/1982;;3,76575;3,6875;3,6875
29/10/1982;;3,71875;3,65625;3,70325
01/11/1982;;3,75;3,65625;3,75
02/11/1982;;3,84375;3,76575;3,797
03/11/1982;;3,90625;3,78125;3,89075
04/11/1982;;3,95325;3,89075;3,9375
05/11/1982;;3,82825;3,75;3,8125
08/11/1982;;3,8125;3,7345;3,76575
09/11/1982;;3,78125;3,7345;3,76575
10/11/1982;;3,8125;3,7345;3,76575
11/11/1982;;3,76575;3,71875;3,75
12/11/1982;;3,76575;3,65625;3,672
15/11/1982;;3,64075;3,547;3,57825
16/11/1982;;3,57825;3,5;3,53125
17/11/1982;;3,7345;3,547;3,625
18/11/1982;;3,65625;3,57825;3,64075
19/11/1982;;3,71875;3,5625;3,59375
22/11/1982;;3,64075;3,5;3,59375
23/11/1982;;3,6095;3,53125;3,53125
24/11/1982;;3,6095;3,5;3,53125
26/11/1982;;3,547;3,51575;3,547
29/11/1982;;3,6095;3,4845;3,4845
30/11/1982;;3,51575;3,46875;3,5
01/12/1982;;3,53125;3,4845;3,4845
02/12/1982;;3,51575;3,46875;3,4845
03/12/1982;;3,51575;3,45325;3,4845
06/12/1982;;3,4845;3,39075;3,46875
07/12/1982;;3,5;3,45325;3,4845
08/12/1982;;3,4845;3,45325;3,46875
09/12/1982;;3,57825;3,4375;3,5625
10/12/1982;;3,672;3,5625;3,65625
13/12/1982;;3,6875;3,625;3,672
14/12/1982;;3,76575;3,625;3,625
15/12/1982;;3,625;3,53125;3,5625
16/12/1982;;3,57825;3,51575;3,53125
17/12/1982;;3,5625;3,5;3,53125
20/12/1982;;3,547;3,45325;3,4845
21/12/1982;;3,51575;3,4375;3,51575
22/12/1982;;3,547;3,46875;3,51575
23/12/1982;;3,5625;3,4845;3,5
27/12/1982;;3,65625;3,4845;3,64075
28/12/1982;;3,71875;3,6095;3,64075
29/12/1982;;3,71875;3,625;3,70325
30/12/1982;;3,75;3,70325;3,7345
31/12/1982;;3,7345;3,6875;3,71875
03/01/1983;;3,7345;3,6095;3,625
04/01/1983;;3,75;3,625;3,75
05/01/1983;;3,8125;3,76575;3,8125
06/01/1983;;3,89075;3,8125;3,89075
07/01/1983;;3,922;3,75;3,797
10/01/1983;;3,90625;3,76575;3,8595
11/01/1983;;3,89075;3,76575;3,797
12/01/1983;;3,89075;3,797;3,84375
13/01/1983;;3,875;3,8125;3,8125
14/01/1983;;3,84375;3,8125;3,8125
17/01/1983;;3,8595;3,8125;3,8125
18/01/1983;;3,84375;3,78125;3,8125
19/01/1983;;3,8595;3,8125;3,84375
20/01/1983;;3,922;3,875;3,89075
21/01/1983;;3,875;3,75;3,84375
24/01/1983;;3,78125;3,70325;3,71875
25/01/1983;;3,75;3,64075;3,7345
26/01/1983;;3,76575;3,672;3,70325
27/01/1983;;3,7345;3,672;3,7345
28/01/1983;;3,75;3,70325;3,75
31/01/1983;;3,78125;3,70325;3,76575
01/02/1983;;3,78125;3,71875;3,75
02/02/1983;;3,7345;3,6875;3,70325
03/02/1983;;3,78125;3,70325;3,76575
04/02/1983;;3,76575;3,65625;3,70325
07/02/1983;;3,75;3,70325;3,75
08/02/1983;;3,75;3,6875;3,70325
09/02/1983;;3,70325;3,64075;3,672
10/02/1983;;3,78125;3,64075;3,78125
11/02/1983;;3,82825;3,70325;3,75
14/02/1983;;3,75;3,6875;3,71875
15/02/1983;;3,71875;3,6875;3,71875
16/02/1983;;3,7345;3,672;3,6875
17/02/1983;;3,71875;3,64075;3,65625
18/02/1983;;3,70325;3,64075;3,6875
22/02/1983;;3,7345;3,5625;3,5625
23/02/1983;;3,70325;3,5625;3,59375
24/02/1983;;3,65625;3,6095;3,65625
25/02/1983;;3,75;3,71875;3,71875
28/02/1983;;3,7345;3,64075;3,65625
01/03/1983;;3,75;3,672;3,75
02/03/1983;;3,8595;3,75;3,8595
03/03/1983;;3,922;3,84375;3,89075
04/03/1983;;3,89075;3,8125;3,8595
07/03/1983;;3,875;3,84375;3,875
08/03/1983;;3,875;3,78125;3,797
09/03/1983;;3,84375;3,76575;3,84375
10/03/1983;;3,922;3,82825;3,84375
11/03/1983;;3,89075;3,82825;3,875
14/03/1983;;3,90625;3,82825;3,84375
15/03/1983;;3,875;3,82825;3,84375
16/03/1983;;3,875;3,78125;3,78125
17/03/1983;;3,797;3,75;3,78125
18/03/1983;;3,797;3,75;3,78125
21/03/1983;;3,797;3,75;3,797
22/03/1983;;3,797;3,71875;3,71875
23/03/1983;;3,76575;3,71875;3,75
24/03/1983;;3,78125;3,7345;3,76575
25/03/1983;;3,78125;3,71875;3,7345
28/03/1983;;3,7345;3,6875;3,7345
29/03/1983;;3,76575;3,71875;3,76575
30/03/1983;;3,8125;3,76575;3,797
31/03/1983;;3,922;3,82825;3,8595
04/04/1983;;3,89075;3,76575;3,875
05/04/1983;;3,90625;3,8125;3,8125
06/04/1983;;3,84375;3,76575;3,8125
07/04/1983;;3,875;3,82825;3,875
08/04/1983;;3,9375;3,8595;3,9375
11/04/1983;;4,01575;3,96875;4
12/04/1983;;4,03125;3,9845;4,01575
13/04/1983;;4,1095;3,9845;4,07825
14/04/1983;;4,125;4,047;4,125
15/04/1983;;4,14075;4,07825;4,125
18/04/1983;;4,172;4,09375;4,172
19/04/1983;;4,172;4,1095;4,14075
20/04/1983;;4,1875;4,125;4,172
21/04/1983;;4,172;4,09375;4,1095
22/04/1983;;4,15625;4,1095;4,15625
25/04/1983;;4,1875;4,125;4,14075
26/04/1983;;4,26575;4,125;4,26575
27/04/1983;;4,32825;4,172;4,28125
28/04/1983;;4,375;4,297;4,375
29/04/1983;;4,4375;4,3595;4,422
02/05/1983;;4,46875;4,39075;4,46875
03/05/1983;;4,45325;4,375;4,40625
04/05/1983;;4,45325;4,40625;4,4375
05/05/1983;;4,46875;4,3595;4,3595
06/05/1983;;4,45325;4,32825;4,40625
09/05/1983;;4,34375;4,28125;4,34375
10/05/1983;;4,39075;4,32825;4,3595
11/05/1983;;4,40625;4,297;4,32825
12/05/1983;;4,3595;4,25;4,28125
13/05/1983;;4,3125;4,25;4,26575
16/05/1983;;4,26575;4,172;4,26575
17/05/1983;;4,25;4,1875;4,21875
18/05/1983;;4,25;4,20325;4,21875
19/05/1983;;4,2345;4,14075;4,14075
20/05/1983;;4,20325;4,125;4,1875
23/05/1983;;4,3125;4,14075;4,3125
24/05/1983;;4,375;4,297;4,375
25/05/1983;;4,375;4,297;4,34375
26/05/1983;;4,34375;4,28125;4,3125
27/05/1983;;4,297;4,25;4,28125
31/05/1983;;4,26575;4,21875;4,21875
01/06/1983;;4,25;4,172;4,21875
02/06/1983;;4,25;4,15625;4,1875
03/06/1983;;4,25;4,172;4,2345
06/06/1983;;4,26575;4,1875;4,2345
07/06/1983;;4,25;4,14075;4,14075
08/06/1983;;4,1875;4,1095;4,125
09/06/1983;;4,15625;4,1095;4,15625
10/06/1983;;4,172;4,1095;4,172
13/06/1983;;4,25;4,172;4,25
14/06/1983;;4,26575;4,20325;4,26575
15/06/1983;;4,25;4,1875;4,2345
16/06/1983;;4,3125;4,20325;4,3125
17/06/1983;;4,3595;4,28125;4,32825
20/06/1983;;4,375;4,32825;4,32825
21/06/1983;;4,39075;4,297;4,39075
22/06/1983;;4,39075;4,297;4,3125
23/06/1983;;4,34375;4,26575;4,28125
24/06/1983;;4,28125;4,2345;4,28125
27/06/1983;;4,28125;4,21875;4,2345
28/06/1983;;4,26575;4,1875;4,1875
29/06/1983;;4,2345;4,1875;4,21875
30/06/1983;;4,28125;4,21875;4,21875
01/07/1983;;4,28125;4,2345;4,28125
05/07/1983;;4,28125;4,2345;4,28125
06/07/1983;;4,34375;4,28125;4,34375
07/07/1983;;4,4375;4,297;4,34375
08/07/1983;;4,34375;4,28125;4,28125
11/07/1983;;4,3595;4,297;4,3595
12/07/1983;;4,3595;4,25;4,25
13/07/1983;;4,3125;4,25;4,297
14/07/1983;;4,34375;4,297;4,32825
15/07/1983;;4,32825;4,25;4,28125
18/07/1983;;4,3125;4,26575;4,297
19/07/1983;;4,32825;4,297;4,3125
20/07/1983;;4,39075;4,32825;4,39075
21/07/1983;;4,40625;4,34375;4,375
22/07/1983;;4,39075;4,297;4,375
25/07/1983;;4,422;4,3595;4,422
26/07/1983;;4,46875;4,40625;4,45325
27/07/1983;;4,5625;4,45325;4,5
28/07/1983;;4,547;4,4845;4,51575
29/07/1983;;4,53125;4,422;4,4845
01/08/1983;;4,57825;4,46875;4,5625
02/08/1983;;4,6095;4,547;4,59375
03/08/1983;;4,64075;4,57825;4,625
04/08/1983;;4,672;4,5625;4,6095
05/08/1983;;4,65625;4,57825;4,65625
08/08/1983;;4,64075;4,59375;4,625
09/08/1983;;4,51575;4,422;4,5
10/08/1983;;4,625;4,45325;4,6095
11/08/1983;;4,625;4,5625;4,57825
12/08/1983;;4,65625;4,57825;4,6095
15/08/1983;;4,71875;4,625;4,70325
16/08/1983;;4,75;4,664;4,75
17/08/1983;;4,875;4,75;4,84375
18/08/1983;;4,922;4,75;4,76575
19/08/1983;;4,8595;4,7345;4,8125
22/08/1983;;4,90625;4,8125;4,8595
23/08/1983;;4,8595;4,78125;4,797
24/08/1983;;4,8125;4,71875;4,7345
25/08/1983;;4,75;4,65625;4,6875
26/08/1983;;4,70325;4,65625;4,70325
29/08/1983;;4,70325;4,64075;4,672
30/08/1983;;4,75;4,672;4,71875
31/08/1983;;4,78125;4,6875;4,75
01/09/1983;;4,76575;4,71875;4,7345
02/09/1983;;4,7345;4,6875;4,6875
06/09/1983;;4,797;4,71875;4,76575
07/09/1983;;4,82825;4,75;4,82825
08/09/1983;;4,84375;4,76575;4,8125
09/09/1983;;4,90625;4,78125;4,89075
12/09/1983;;4,90625;4,75;4,797
13/09/1983;;4,8125;4,75;4,797
14/09/1983;;4,82825;4,78125;4,8125
15/09/1983;;4,797;4,75;4,75
16/09/1983;;4,8125;4,71875;4,75
19/09/1983;;4,8125;4,75;4,76575
20/09/1983;;4,797;4,71875;4,71875
21/09/1983;;4,7345;4,625;4,6875
22/09/1983;;4,8125;4,65625;4,8125
23/09/1983;;4,71875;4,65625;4,70325
26/09/1983;;4,71875;4,65625;4,65625
27/09/1983;;4,672;4,625;4,625
28/09/1983;;4,64075;4,6095;4,6095
29/09/1983;;4,65625;4,6095;4,64075
30/09/1983;;4,625;4,5625;4,5625
03/10/1983;;4,6095;4,53125;4,57825
04/10/1983;;4,59375;4,547;4,547
05/10/1983;;4,57825;4,51575;4,57825
06/10/1983;;4,64075;4,5625;4,64075
07/10/1983;;4,65625;4,59375;4,64075
10/10/1983;;4,797;4,625;4,78125
11/10/1983;;4,8125;4,7345;4,75
12/10/1983;;4,89075;4,75;4,8125
13/10/1983;;4,82825;4,76575;4,8125
14/10/1983;;4,875;4,78125;4,8595
17/10/1983;;4,922;4,84375;4,875
18/10/1983;;4,96875;4,8595;4,89075
19/10/1983;;4,922;4,8595;4,875
20/10/1983;;4,90625;4,875;4,90625
21/10/1983;;4,90625;4,84375;4,8595
24/10/1983;;4,922;4,82825;4,90625
25/10/1983;;4,95325;4,82825;4,89075
26/10/1983;;4,89075;4,8125;4,82825
27/10/1983;;4,8125;4,7345;4,797
28/10/1983;;4,8125;4,76575;4,78125
31/10/1983;;4,8125;4,75;4,78125
01/11/1983;;4,89075;4,75;4,875
02/11/1983;;4,96875;4,8595;4,9375
03/11/1983;;4,9375;4,89075;4,89075
04/11/1983;;4,82825;4,75;4,78125
07/11/1983;;4,82825;4,75;4,78125
08/11/1983;;4,78125;4,75;4,75
09/11/1983;;4,82825;4,7345;4,82825
10/11/1983;;4,875;4,797;4,84375
11/11/1983;;4,8595;4,797;4,82825
14/11/1983;;4,82825;4,76575;4,76575
15/11/1983;;4,78125;4,70325;4,70325
16/11/1983;;4,7345;4,625;4,625
17/11/1983;;4,71875;4,64075;4,71875
18/11/1983;;4,7345;4,59375;4,6095
21/11/1983;;4,672;4,57825;4,64075
22/11/1983;;4,7345;4,625;4,6875
23/11/1983;;4,797;4,70325;4,75
25/11/1983;;4,75;4,70325;4,7345
28/11/1983;;4,75;4,70325;4,75
29/11/1983;;4,8125;4,7345;4,8125
30/11/1983;;4,78125;4,71875;4,71875
01/12/1983;;4,78125;4,70325;4,78125
02/12/1983;;4,82825;4,76575;4,797
05/12/1983;;4,96875;4,78125;4,84375
06/12/1983;;4,84375;4,78125;4,797
07/12/1983;;4,8125;4,76575;4,76575
08/12/1983;;4,78125;4,71875;4,76575
09/12/1983;;4,8595;4,71875;4,8595
12/12/1983;;4,84375;4,797;4,84375
13/12/1983;;4,84375;4,78125;4,78125
14/12/1983;;4,78125;4,64075;4,7345
15/12/1983;;4,7345;4,65625;4,65625
16/12/1983;;4,70325;4,625;4,70325
19/12/1983;;4,70325;4,672;4,6875
20/12/1983;;4,65625;4,6095;4,6095
21/12/1983;;4,672;4,59375;4,64075
22/12/1983;;4,70325;4,6095;4,672
23/12/1983;;4,672;4,625;4,64075
27/12/1983;;4,71875;4,625;4,70325
28/12/1983;;4,76575;4,70325;4,76575
29/12/1983;;4,7345;4,672;4,672
30/12/1983;;4,70325;4,625;4,672
03/01/1984;;4,65625;4,57825;4,57825
04/01/1984;;4,6875;4,57825;4,64075
05/01/1984;;4,6875;4,64075;4,672
06/01/1984;;4,7345;4,625;4,672
09/01/1984;;4,672;4,6095;4,625
10/01/1984;;4,65625;4,6095;4,64075
11/01/1984;;4,70325;4,625;4,6875
12/01/1984;;4,7345;4,672;4,7345
13/01/1984;;4,7345;4,672;4,6875
16/01/1984;;4,71875;4,65625;4,6875
17/01/1984;;4,6875;4,64075;4,672
18/01/1984;;4,7345;4,672;4,70325
19/01/1984;;4,76575;4,6875;4,76575
20/01/1984;;4,797;4,75;4,76575
23/01/1984;;4,8125;4,7345;4,797
24/01/1984;;4,89075;4,78125;4,84375
25/01/1984;;4,922;4,82825;4,875
26/01/1984;;4,90625;4,84375;4,84375
27/01/1984;;4,89075;4,8125;4,89075
30/01/1984;;4,9375;4,875;4,9375
31/01/1984;;4,96875;4,89075;4,96875
01/02/1984;;5;4,95325;4,9845
02/02/1984;;4,9845;4,90625;4,9375
03/02/1984;;4,9845;4,90625;4,90625
06/02/1984;;4,75;4,65625;4,71875
07/02/1984;;4,7345;4,64075;4,65625
08/02/1984;;4,70325;4,59375;4,6095
09/02/1984;;4,59375;4,51575;4,547
10/02/1984;;4,625;4,5625;4,59375
13/02/1984;;4,625;4,5625;4,59375
14/02/1984;;4,64075;4,59375;4,6095
15/02/1984;;4,6875;4,625;4,64075
16/02/1984;;4,65625;4,59375;4,6095
17/02/1984;;4,672;4,57825;4,65625
21/02/1984;;4,76575;4,672;4,7345
22/02/1984;;4,8595;4,7345;4,797
23/02/1984;;4,8125;4,7345;4,76575
24/02/1984;;4,797;4,75;4,76575
27/02/1984;;4,96875;4,76575;4,9375
28/02/1984;;4,9375;4,84375;4,875
29/02/1984;;4,89075;4,797;4,8125
01/03/1984;;4,90625;4,8125;4,875
02/03/1984;;4,95325;4,8595;4,89075
05/03/1984;;4,84375;4,797;4,8125
06/03/1984;;4,875;4,8125;4,8125
07/03/1984;;4,797;4,6095;4,75
08/03/1984;;4,8125;4,71875;4,78125
09/03/1984;;4,84375;4,76575;4,82825
12/03/1984;;4,9375;4,82825;4,9375
13/03/1984;;4,922;4,84375;4,84375
14/03/1984;;4,84375;4,76575;4,78125
15/03/1984;;4,875;4,75;4,84375
16/03/1984;;4,90625;4,82825;4,875
19/03/1984;;4,8595;4,797;4,82825
20/03/1984;;4,8595;4,78125;4,797
21/03/1984;;4,797;4,7345;4,7345
22/03/1984;;4,75;4,64075;4,70325
23/03/1984;;4,76575;4,65625;4,75
26/03/1984;;4,82825;4,71875;4,797
27/03/1984;;4,8595;4,78125;4,84375
28/03/1984;;4,89075;4,84375;4,89075
29/03/1984;;4,90625;4,8125;4,84375
30/03/1984;;4,875;4,78125;4,82825
02/04/1984;;4,8595;4,78125;4,797
03/04/1984;;4,8125;4,76575;4,78125
04/04/1984;;4,8595;4,76575;4,8125
05/04/1984;;4,84375;4,78125;4,78125
06/04/1984;;4,84375;4,75;4,84375
09/04/1984;;4,875;4,797;4,8595
10/04/1984;;4,922;4,84375;4,90625
11/04/1984;;4,9845;4,90625;4,96875
12/04/1984;;5,047;4,95325;5,047
13/04/1984;;5,07825;4,9845;5,01575
16/04/1984;;5,0625;4,9845;5,0625
17/04/1984;;5,09375;5,047;5,047
18/04/1984;;5,0625;5,01575;5,047
19/04/1984;;5,07825;5,01575;5,047
23/04/1984;;5,125;5,03125;5,09375
24/04/1984;;5,25;5,0625;5,20325
25/04/1984;;5,297;5,1875;5,26575
26/04/1984;;5,375;5,26575;5,3595
27/04/1984;;5,39075;5,3125;5,32825
30/04/1984;;5,3595;5,3125;5,32825
01/05/1984;;5,39075;5,34375;5,39075
02/05/1984;;5,39075;5,34375;5,3595
03/05/1984;;5,375;5,32825;5,32825
04/05/1984;;5,3595;5,3125;5,34375
07/05/1984;;5,375;5,34375;5,3595
08/05/1984;;5,28125;5,21875;5,26575
09/05/1984;;5,32825;5,21875;5,26575
10/05/1984;;5,297;5,2345;5,28125
11/05/1984;;5,3125;5,26575;5,297
14/05/1984;;5,32825;5,28125;5,28125
15/05/1984;;5,3595;5,28125;5,34375
16/05/1984;;5,39075;5,2345;5,3595
17/05/1984;;5,3595;5,3125;5,32825
18/05/1984;;5,3595;5,297;5,32825
21/05/1984;;5,3595;5,297;5,297
22/05/1984;;5,3125;5,26575;5,26575
23/05/1984;;5,297;5,2345;5,2345
24/05/1984;;5,21875;4,96875;5
25/05/1984;;5,15625;4,96875;5,14075
29/05/1984;;5,20325;5,14075;5,172
30/05/1984;;5,1875;5,03125;5,047
31/05/1984;;5,03125;4,95325;4,9845
01/06/1984;;5,09375;5;5,0625
04/06/1984;;5,1095;5,03125;5,07825
05/06/1984;;5,0625;5;5,01575
06/06/1984;;5,0625;5;5,0625
07/06/1984;;5,0625;5,01575;5,047
08/06/1984;;5,09375;5,03125;5,07825
11/06/1984;;5,09375;5,047;5,0625
12/06/1984;;5,047;5;5,03125
13/06/1984;;5,0625;5,01575;5,03125
14/06/1984;;5,047;5;5,03125
15/06/1984;;5,01575;4,8125;4,8595
18/06/1984;;4,9375;4,78125;4,90625
19/06/1984;;5,01575;4,90625;4,9845
20/06/1984;;5,125;4,9375;5,1095
21/06/1984;;5,1095;5,047;5,047
22/06/1984;;5,07825;5,01575;5,03125
25/06/1984;;5,0625;5;5
26/06/1984;;5,01575;4,9845;4,9845
27/06/1984;;5,01575;4,96875;4,96875
28/06/1984;;5,0625;4,9845;5,03125
29/06/1984;;5,125;5,047;5,09375
02/07/1984;;5,125;5,047;5,09375
03/07/1984;;5,09375;5,01575;5,07825
05/07/1984;;5,1095;5,07825;5,07825
06/07/1984;;5,1095;5,0625;5,09375
09/07/1984;;5,14075;5,0625;5,125
10/07/1984;;5,125;5,0625;5,09375
11/07/1984;;5,09375;5,047;5,0625
12/07/1984;;5,07825;5,03125;5,047
13/07/1984;;5,125;5,047;5,07825
16/07/1984;;5,14075;5,047;5,14075
17/07/1984;;5,1875;5,1095;5,15625
18/07/1984;;5,15625;5,1095;5,125
19/07/1984;;5,172;5,1095;5,14075
20/07/1984;;5,172;5,1095;5,125
23/07/1984;;5,15625;5,09375;5,14075
24/07/1984;;5,20325;5,14075;5,14075
25/07/1984;;5,21875;5,125;5,172
26/07/1984;;5,21875;5,172;5,172
27/07/1984;;5,172;5,0625;5,0625
30/07/1984;;5,03125;4,89075;4,90625
31/07/1984;;4,8595;4,75;4,797
01/08/1984;;4,89075;4,797;4,875
02/08/1984;;4,8595;4,75;4,75
03/08/1984;;4,90625;4,797;4,89075
06/08/1984;;5,01575;4,82825;4,95325
07/08/1984;;5,01575;4,78125;4,95325
08/08/1984;;5,07825;4,95325;5
09/08/1984;;5,172;4,9845;5,14075
10/08/1984;;5,25;5,15625;5,15625
13/08/1984;;5,15625;5,0625;5,15625
14/08/1984;;5,172;5,09375;5,125
15/08/1984;;5,172;5,125;5,15625
16/08/1984;;5,1875;5,125;5,15625
17/08/1984;;5,1875;5,15625;5,172
20/08/1984;;5,2345;5,172;5,21875
21/08/1984;;5,32825;5,20325;5,3125
22/08/1984;;5,375;5,297;5,34375
23/08/1984;;5,375;5,3125;5,3125
24/08/1984;;5,3595;5,3125;5,34375
27/08/1984;;5,375;5,297;5,375
28/08/1984;;5,40625;5,28125;5,40625
29/08/1984;;5,46875;5,39075;5,4375
30/08/1984;;5,4375;5,39075;5,40625
31/08/1984;;5,40625;5,34375;5,375
04/09/1984;;5,375;5,34375;5,3595
05/09/1984;;5,422;5,3595;5,40625
06/09/1984;;5,46875;5,40625;5,46875
07/09/1984;;5,5;5,4375;5,4375
10/09/1984;;5,5625;5,422;5,51575
11/09/1984;;5,57825;5,51575;5,51575
12/09/1984;;5,57825;5,5;5,5625
13/09/1984;;5,625;5,5625;5,6095
14/09/1984;;5,64075;5,5625;5,59375
17/09/1984;;5,6095;5,5625;5,5625
18/09/1984;;5,57825;5,53125;5,53125
19/09/1984;;5,625;5,5;5,5625
20/09/1984;;5,59375;5,53125;5,5625
21/09/1984;;5,6095;5,45325;5,45325
24/09/1984;;5,4845;5,32825;5,45325
25/09/1984;;5,5625;5,45325;5,5625
26/09/1984;;5,672;5,547;5,6095
27/09/1984;;5,672;5,625;5,625
28/09/1984;;5,64075;5,59375;5,59375
01/10/1984;;5,6095;5,5625;5,59375
02/10/1984;;5,672;5,59375;5,6095
03/10/1984;;5,625;5,5625;5,57825
04/10/1984;;5,625;5,5625;5,6095
05/10/1984;;5,64075;5,59375;5,6095
08/10/1984;;5,64075;5,6095;5,625
09/10/1984;;5,65625;5,6095;5,6095
10/10/1984;;5,64075;5,59375;5,64075
11/10/1984;;5,65625;5,625;5,65625
12/10/1984;;5,6875;5,625;5,64075
15/10/1984;;5,6875;5,625;5,65625
16/10/1984;;5,65625;5,59375;5,59375
17/10/1984;;5,59375;5,34375;5,34375
18/10/1984;;5,34375;5,172;5,3125
19/10/1984;;5,26575;5,125;5,1875
22/10/1984;;5,172;5,125;5,15625
23/10/1984;;5,20325;5,172;5,20325
24/10/1984;;5,28125;5,1875;5,28125
25/10/1984;;5,39075;5,28125;5,32825
26/10/1984;;5,4375;5,297;5,40625
29/10/1984;;5,40625;5,34375;5,39075
30/10/1984;;5,53125;5,375;5,5
31/10/1984;;5,5;5,46875;5,46875
01/11/1984;;5,57825;5,4845;5,547
02/11/1984;;5,5;5,4375;5,46875
05/11/1984;;5,51575;5,46875;5,51575
06/11/1984;;5,6095;5,51575;5,6095
07/11/1984;;5,6095;5,53125;5,59375
08/11/1984;;5,5625;5,51575;5,547
09/11/1984;;5,5625;5,45325;5,46875
12/11/1984;;5,4845;5,422;5,46875
13/11/1984;;5,4845;5,40625;5,422
14/11/1984;;5,5;5,40625;5,46875
15/11/1984;;5,5;5,39075;5,4845
16/11/1984;;5,51575;5,422;5,4375
19/11/1984;;5,45325;5,40625;5,40625
20/11/1984;;5,5;5,39075;5,4845
21/11/1984;;5,5;5,45325;5,4845
23/11/1984;;5,5;5,46875;5,4845
26/11/1984;;5,46875;5,39075;5,39075
27/11/1984;;5,46875;5,3595;5,4375
28/11/1984;;5,45325;5,34375;5,3595
29/11/1984;;5,39075;5,34375;5,3595
30/11/1984;;5,40625;5,3595;5,40625
03/12/1984;;5,422;5,39075;5,422
04/12/1984;;5,46875;5,40625;5,4375
05/12/1984;;5,45325;5,39075;5,40625
06/12/1984;;5,45325;5,40625;5,422
07/12/1984;;5,5;5,422;5,46875
10/12/1984;;5,6095;5,45325;5,59375
11/12/1984;;5,57825;5,5;5,51575
12/12/1984;;5,51575;5,422;5,4845
13/12/1984;;5,46875;5,39075;5,39075
14/12/1984;;5,46875;5,39075;5,422
17/12/1984;;5,46875;5,3125;5,46875
18/12/1984;;5,625;5,40625;5,6095
19/12/1984;;5,625;5,422;5,422
20/12/1984;;5,51575;5,422;5,5
21/12/1984;;5,53125;5,4375;5,4845
24/12/1984;;5,57825;5,4845;5,5625
26/12/1984;;5,59375;5,547;5,5625
27/12/1984;;5,5625;5,51575;5,547
28/12/1984;;5,6095;5,53125;5,59375
31/12/1984;;5,625;5,59375;5,625
02/01/1985;;5,6095;5,5625;5,5625
03/01/1985;;5,59375;5,547;5,5625
04/01/1985;;5,5625;5,51575;5,53125
07/01/1985;;5,6095;5,547;5,57825
08/01/1985;;5,59375;5,5625;5,57825
09/01/1985;;5,6095;5,547;5,59375
10/01/1985;;5,672;5,59375;5,65625
11/01/1985;;5,65625;5,59375;5,625
14/01/1985;;5,71875;5,57825;5,70325
15/01/1985;;5,75;5,5625;5,70325
16/01/1985;;5,797;5,71875;5,76575
17/01/1985;;5,78125;5,71875;5,75
18/01/1985;;5,8595;5,75;5,82825
21/01/1985;;6,047;5,82825;6,01575
22/01/1985;;6,0625;5,96875;6,03125
23/01/1985;;6,03125;5,95325;6,01575
24/01/1985;;5,9845;5,53125;5,875
25/01/1985;;5,84375;5,75;5,75
28/01/1985;;5,797;5,672;5,71875
29/01/1985;;5,875;5,70325;5,8595
30/01/1985;;5,9845;5,84375;5,96875
31/01/1985;;6,047;5,9375;6
01/02/1985;;6,047;5,9375;6,047
04/02/1985;;5,9845;5,90625;5,96875
05/02/1985;;5,9845;5,89075;5,90625
06/02/1985;;5,89075;5,78125;5,8125
07/02/1985;;5,875;5,8125;5,84375
08/02/1985;;5,9845;5,84375;5,96875
11/02/1985;;5,96875;5,89075;5,90625
12/02/1985;;5,9375;5,84375;5,922
13/02/1985;;6;5,89075;5,9845
14/02/1985;;6;5,95325;5,96875
15/02/1985;;5,9845;5,90625;5,922
19/02/1985;;5,96875;5,89075;5,90625
20/02/1985;;5,8595;5,76575;5,797
21/02/1985;;5,82825;5,78125;5,78125
22/02/1985;;5,84375;5,78125;5,797
25/02/1985;;5,9375;5,76575;5,90625
26/02/1985;;6;5,89075;5,96875
27/02/1985;;6,01575;5,9375;6
28/02/1985;;6;5,922;5,9375
01/03/1985;;6,07825;5,922;6,03125
04/03/1985;;6,1095;6,03125;6,07825
05/03/1985;;6,1875;6,047;6,15625
06/03/1985;;6,20325;6,047;6,047
